SessionID,UserID,GameID,StartTime,EndTime,Score
878,251,11,2024-09-08 18:14:58,2024-09-08 19:05:58,2524
879,251,13,2024-06-06 13:43:19,2024-06-06 14:37:19,2597
880,251,16,2024-07-26 16:12:35,2024-07-26 16:35:35,9847
881,252,6,2024-06-11 18:37:39,2024-06-11 19:15:39,6605
882,252,21,2025-02-22 06:00:16,2025-02-22 06:51:16,1124
883,252,11,2024-11-26 22:16:15,2024-11-26 22:44:15,927
884,252,19,2024-12-06 00:59:42,2024-12-06 01:42:42,1045
885,253,20,2024-10-22 13:15:54,2024-10-22 13:50:54,963
886,253,8,2025-02-28 11:11:14,2025-02-28 12:01:14,609
887,253,15,2025-04-08 03:28:34,2025-04-08 04:17:34,832
888,253,4,2024-10-28 11:22:31,2024-10-28 11:34:31,4398
889,254,21,2024-12-07 10:13:26,2024-12-07 10:28:26,502
890,254,7,2025-02-27 00:27:08,2025-02-27 00:53:08,3770
891,254,21,2024-06-07 20:13:08,2024-06-07 21:05:08,587
892,255,19,2024-07-21 07:39:23,2024-07-21 08:35:23,9267
893,255,12,2025-04-05 02:25:37,2025-04-05 02:42:37,2103
894,255,2,2024-10-04 07:39:55,2024-10-04 08:15:55,2530
895,255,4,2024-11-13 07:44:29,2024-11-13 08:40:29,2748
896,256,11,2025-03-26 05:09:40,2025-03-26 05:58:40,2866
897,256,13,2024-10-19 11:16:46,2024-10-19 11:30:46,587
898,257,11,2024-06-12 21:18:38,2024-06-12 22:04:38,1225
899,257,3,2024-11-02 14:17:22,2024-11-02 14:53:22,233
900,258,7,2025-01-03 23:15:20,2025-01-03 23:54:20,762
901,258,16,2024-10-03 21:27:57,2024-10-03 21:40:57,6949
902,259,6,2025-04-18 13:57:20,2025-04-18 14:34:20,406
903,259,12,2024-08-09 11:26:41,2024-08-09 12:16:41,217
904,259,10,2024-08-27 07:00:44,2024-08-27 07:06:44,1463
905,260,15,2024-12-21 00:10:23,2024-12-21 00:59:23,7947
906,260,5,2024-12-16 00:22:48,2024-12-16 01:03:48,2028
907,261,8,2024-06-16 12:29:23,2024-06-16 13:10:23,6303
908,261,21,2024-10-23 10:55:05,2024-10-23 11:54:05,1443
909,261,18,2024-12-02 06:17:28,2024-12-02 06:22:28,1337
910,262,4,2024-08-17 08:58:34,2024-08-17 09:20:34,1484
911,262,9,2024-07-04 09:12:42,2024-07-04 09:54:42,6361
912,263,2,2025-01-22 07:28:13,2025-01-22 08:14:13,7107
913,263,2,2024-10-02 22:58:46,2024-10-02 23:52:46,1365
914,263,12,2024-07-24 15:22:48,2024-07-24 15:47:48,1205
915,264,1,2024-07-09 00:22:15,2024-07-09 00:44:15,4395
916,264,21,2025-04-21 21:38:53,2025-04-21 22:22:53,986
917,264,4,2024-12-30 20:59:55,2024-12-30 21:39:55,1029
918,264,17,2024-11-08 11:29:20,2024-11-08 12:02:20,506
919,264,6,2024-05-12 08:58:50,2024-05-12 09:09:50,617
920,265,8,2024-05-04 17:11:34,2024-05-04 17:36:34,3877
921,265,7,2025-04-01 22:20:22,2025-04-01 22:39:22,832
922,266,22,2025-01-25 14:08:25,2025-01-25 14:57:25,1131
923,266,19,2024-12-19 20:23:46,2024-12-19 20:37:46,1928
924,266,7,2024-05-29 11:09:59,2024-05-29 12:07:59,6662
925,266,6,2024-09-26 22:21:51,2024-09-26 23:16:51,1291
926,267,18,2024-10-20 04:00:56,2024-10-20 04:36:56,7011
927,267,10,2024-11-24 05:07:13,2024-11-24 05:23:13,1719
928,267,6,2024-11-02 06:46:53,2024-11-02 07:37:53,1656
929,267,4,2024-05-12 03:50:25,2024-05-12 04:20:25,1976
930,267,4,2024-05-10 19:36:54,2024-05-10 19:49:54,1928
931,268,21,2024-09-27 12:54:44,2024-09-27 13:14:44,2618
932,268,10,2024-10-02 08:42:09,2024-10-02 09:41:09,277
933,269,5,2024-08-11 17:32:44,2024-08-11 18:19:44,662
934,269,2,2024-10-16 04:05:46,2024-10-16 04:34:46,2513
935,270,4,2024-06-11 16:44:44,2024-06-11 16:57:44,1361
936,270,14,2024-07-01 01:55:09,2024-07-01 02:12:09,398
937,270,15,2024-11-26 07:26:33,2024-11-26 08:04:33,248
938,270,12,2024-10-02 22:23:52,2024-10-02 23:01:52,351
939,270,16,2024-10-07 04:28:01,2024-10-07 04:52:01,139
940,271,13,2024-06-23 20:59:57,2024-06-23 21:46:57,278
941,271,17,2025-04-18 13:45:17,2025-04-18 14:05:17,1451
942,272,6,2025-04-24 16:00:03,2025-04-24 16:34:03,5695
943,272,19,2024-11-14 17:00:52,2024-11-14 17:28:52,1193
944,273,19,2024-05-24 06:25:08,2024-05-24 06:59:08,2566
945,273,12,2024-10-30 22:21:31,2024-10-30 22:50:31,8569
946,273,16,2024-09-09 21:09:45,2024-09-09 21:35:45,2540
947,273,7,2024-07-31 03:43:53,2024-07-31 03:49:53,1536
948,274,14,2024-07-29 02:15:40,2024-07-29 02:44:40,6048
949,274,3,2025-03-20 20:35:02,2025-03-20 21:20:02,1352
950,274,15,2024-10-15 20:53:13,2024-10-15 21:42:13,1209
951,274,22,2024-09-01 15:46:52,2024-09-01 15:56:52,867
952,275,12,2024-11-26 06:26:47,2024-11-26 06:34:47,478
953,275,2,2025-03-11 22:09:53,2025-03-11 22:58:53,4128
954,275,21,2024-10-01 05:54:42,2024-10-01 06:48:42,659
955,275,7,2024-10-01 20:32:18,2024-10-01 21:05:18,513
956,276,20,2024-07-12 08:21:49,2024-07-12 08:41:49,2452
957,276,3,2024-11-22 18:18:58,2024-11-22 19:07:58,8627
958,277,11,2024-06-08 21:09:17,2024-06-08 21:38:17,1869
959,277,11,2025-04-19 02:50:10,2025-04-19 03:21:10,1462
960,277,20,2024-12-15 18:42:02,2024-12-15 19:12:02,7013
961,278,18,2024-05-01 02:06:53,2024-05-01 02:50:53,1405
962,278,9,2024-08-17 03:11:35,2024-08-17 03:28:35,2089
963,278,3,2025-01-20 08:36:27,2025-01-20 09:29:27,7267
964,278,4,2024-08-30 23:47:30,2024-08-31 00:05:30,960
965,279,3,2024-12-05 19:08:07,2024-12-05 20:05:07,1074
966,279,10,2024-08-01 12:02:36,2024-08-01 12:41:36,768
967,279,5,2024-10-02 09:23:47,2024-10-02 09:44:47,1089
968,279,19,2024-12-27 23:09:44,2024-12-28 00:04:44,577
969,279,21,2024-05-23 04:53:12,2024-05-23 05:32:12,5186
970,280,8,2024-07-08 20:56:12,2024-07-08 21:19:12,9588
971,280,13,2025-04-23 02:00:07,2025-04-23 02:34:07,2386
972,280,8,2025-01-12 00:30:10,2025-01-12 01:04:10,2714
973,280,1,2024-10-29 11:25:42,2024-10-29 12:00:42,1029
974,281,22,2025-03-16 01:35:36,2025-03-16 02:06:36,2622
975,281,22,2025-01-31 12:57:39,2025-01-31 13:50:39,1395
976,281,17,2024-05-19 03:20:44,2024-05-19 03:43:44,9066
977,282,21,2024-06-23 04:06:35,2024-06-23 05:04:35,1887
978,282,15,2024-05-16 18:58:13,2024-05-16 19:45:13,8882
979,282,18,2024-12-14 04:09:16,2024-12-14 04:50:16,1752
980,282,8,2025-01-25 01:39:16,2025-01-25 02:30:16,974
981,283,19,2025-04-14 07:11:53,2025-04-14 07:57:53,3781
982,283,7,2024-10-15 07:12:22,2024-10-15 08:02:22,548
983,283,3,2025-03-17 16:17:18,2025-03-17 16:44:18,614
984,283,3,2024-12-16 09:46:37,2024-12-16 10:37:37,974
985,284,11,2024-08-30 06:08:32,2024-08-30 07:08:32,5475
986,284,1,2024-10-29 06:01:25,2024-10-29 06:52:25,1425
987,284,6,2024-10-18 18:41:33,2024-10-18 19:00:33,927
988,285,15,2024-07-17 01:36:20,2024-07-17 02:04:20,9519
989,285,6,2024-09-12 22:31:20,2024-09-12 23:15:20,1077
990,285,15,2024-08-08 19:33:43,2024-08-08 19:58:43,2413
991,285,3,2025-04-23 00:46:37,2025-04-23 01:37:37,1759
992,286,17,2024-11-28 13:40:15,2024-11-28 14:20:15,784
993,286,4,2025-02-28 13:19:55,2025-02-28 13:37:55,1091
994,286,8,2024-06-14 22:29:07,2024-06-14 23:09:07,4784
995,287,21,2024-06-05 15:49:04,2024-06-05 15:55:04,1026
996,287,3,2025-03-29 13:37:31,2025-03-29 14:27:31,4729
997,287,16,2024-12-02 10:02:50,2024-12-02 10:36:50,1257
998,288,6,2024-12-13 11:28:45,2024-12-13 11:38:45,352
999,288,4,2024-05-18 05:16:42,2024-05-18 05:49:42,596
1000,288,4,2024-08-25 15:06:21,2024-08-25 15:26:21,2754
1001,289,8,2024-07-29 07:03:39,2024-07-29 07:57:39,945
1002,289,6,2024-08-25 06:28:55,2024-08-25 07:26:55,1132
1003,289,6,2024-12-27 15:06:15,2024-12-27 15:57:15,697
1004,289,14,2024-12-15 07:03:22,2024-12-15 07:11:22,4439
1005,289,1,2024-05-27 05:37:11,2024-05-27 06:24:11,485
1006,290,12,2024-09-05 10:33:18,2024-09-05 10:54:18,4800
1007,290,12,2024-09-19 02:44:06,2024-09-19 03:13:06,959
1008,291,13,2024-06-22 17:35:47,2024-06-22 18:16:47,937
1009,291,19,2024-08-04 16:09:48,2024-08-04 16:58:48,902
1010,291,3,2024-07-16 13:49:48,2024-07-16 14:28:48,1022
1011,291,5,2024-07-05 09:24:01,2024-07-05 10:21:01,975
1012,291,1,2025-04-09 02:53:14,2025-04-09 03:35:14,5089
1013,292,14,2025-01-11 10:24:28,2025-01-11 11:08:28,2332
1014,292,21,2025-04-23 12:57:29,2025-04-23 13:57:29,2429
1015,292,3,2024-08-07 16:48:12,2024-08-07 17:45:12,2687
1016,292,22,2024-05-03 08:26:41,2024-05-03 08:39:41,9133
1017,293,16,2024-10-03 21:33:59,2024-10-03 21:43:59,777
1018,293,17,2025-02-16 23:39:11,2025-02-17 00:06:11,397
1019,293,22,2025-03-03 10:03:02,2025-03-03 10:31:02,757
1020,293,2,2025-04-13 19:33:45,2025-04-13 20:31:45,516
1021,293,21,2025-02-25 14:08:05,2025-02-25 14:42:05,3783
1022,294,12,2024-05-22 21:35:31,2024-05-22 22:06:31,643
1023,294,16,2024-09-18 22:58:58,2024-09-18 23:54:58,487
1024,294,3,2024-09-14 12:16:49,2024-09-14 13:12:49,2949
1025,295,8,2024-06-07 03:03:43,2024-06-07 03:31:43,709
1026,295,9,2025-04-02 15:43:38,2025-04-02 16:38:38,5620
1027,296,18,2024-07-01 14:58:30,2024-07-01 15:11:30,1458
1028,296,5,2024-09-24 14:14:46,2024-09-24 15:00:46,1224
1029,296,10,2024-08-10 11:52:24,2024-08-10 11:58:24,851
1030,296,21,2024-11-13 03:19:12,2024-11-13 04:07:12,5690
1031,296,10,2024-06-01 04:31:39,2024-06-01 05:00:39,1637
1032,297,21,2024-09-02 01:00:57,2024-09-02 01:26:57,1838
1033,297,8,2025-03-10 10:58:53,2025-03-10 11:39:53,7482
1034,297,14,2024-05-14 12:09:00,2024-05-14 12:19:00,1809
1035,297,18,2024-10-17 05:52:41,2024-10-17 06:34:41,1956
1036,298,2,2025-01-12 13:03:08,2025-01-12 13:09:08,2453
1037,298,12,2025-02-06 08:12:26,2025-02-06 09:07:26,1620
1038,298,2,2024-12-28 19:01:05,2024-12-28 19:14:05,2529
1039,298,12,2024-06-16 15:05:17,2024-06-16 15:39:17,9305
1040,299,15,2024-08-27 18:33:55,2024-08-27 18:46:55,8751
1041,299,19,2025-03-16 09:30:51,2025-03-16 10:07:51,1213
1042,300,21,2024-08-25 04:41:20,2024-08-25 05:20:20,6739
1043,300,18,2024-10-17 04:13:17,2024-10-17 04:35:17,1599
1044,301,14,2025-03-21 13:53:55,2025-03-21 14:50:55,5902
1045,301,6,2024-09-29 18:48:19,2024-09-29 18:58:19,1445
1046,302,15,2024-10-08 22:42:42,2024-10-08 23:40:42,230
1047,302,22,2025-04-08 04:07:43,2025-04-08 04:27:43,571
1048,302,15,2024-07-24 02:15:49,2024-07-24 03:06:49,585
1049,302,15,2024-08-05 13:40:33,2024-08-05 14:38:33,302
1050,302,14,2025-03-12 21:41:40,2025-03-12 22:26:40,2162
1051,303,19,2024-12-05 00:47:56,2024-12-05 00:56:56,4895
1052,303,7,2024-06-24 11:41:31,2024-06-24 12:13:31,1432
1053,304,19,2025-04-25 13:30:03,2025-04-25 13:46:03,6022
1054,304,15,2024-11-18 00:22:46,2024-11-18 00:44:46,1184
1055,305,6,2025-04-05 04:21:05,2025-04-05 04:56:05,1628
1056,305,5,2024-12-02 06:51:01,2024-12-02 06:57:01,5985
1057,305,20,2024-07-20 17:52:03,2024-07-20 18:20:03,939
1058,306,4,2024-07-02 07:30:42,2024-07-02 08:26:42,1950
1059,306,12,2024-06-01 17:04:16,2024-06-01 17:45:16,371
1060,306,2,2024-12-07 23:52:35,2024-12-08 00:47:35,499
1061,307,21,2025-02-21 20:46:28,2025-02-21 21:38:28,507
1062,307,22,2024-09-07 13:48:19,2024-09-07 14:02:19,2158
1063,307,5,2024-09-06 23:08:16,2024-09-06 23:31:16,300
1064,307,20,2024-11-13 12:19:19,2024-11-13 12:57:19,255
1065,308,11,2025-03-15 16:12:53,2025-03-15 17:01:53,823
1066,308,12,2024-05-02 14:17:08,2024-05-02 15:06:08,5638
1067,309,10,2024-12-17 03:20:18,2024-12-17 04:18:18,353
1068,309,3,2025-04-10 08:58:01,2025-04-10 09:37:01,368
1069,309,16,2024-05-12 21:28:32,2024-05-12 21:43:32,2621
1070,309,4,2025-01-14 06:04:56,2025-01-14 06:40:56,540
1071,310,11,2025-04-01 03:53:10,2025-04-01 03:59:10,1468
1072,310,11,2024-07-06 06:52:42,2024-07-06 07:46:42,1294
1073,310,2,2024-12-24 06:27:07,2024-12-24 06:37:07,7743
1074,310,4,2024-09-26 19:31:24,2024-09-26 20:06:24,2219
1075,310,9,2024-11-17 12:07:10,2024-11-17 12:50:10,1611
1076,311,4,2024-10-09 13:57:44,2024-10-09 14:46:44,2483
1077,311,9,2024-05-07 11:13:01,2024-05-07 11:39:01,250
1078,311,7,2025-03-10 03:19:50,2025-03-10 03:27:50,363
1079,311,15,2024-05-10 22:35:25,2024-05-10 23:12:25,599
1080,312,5,2024-08-17 16:37:24,2024-08-17 17:30:24,321
1081,312,20,2025-03-12 08:27:23,2025-03-12 09:04:23,830
1082,312,15,2025-03-21 17:19:12,2025-03-21 17:43:12,668
1083,312,20,2024-10-18 22:52:01,2024-10-18 23:00:01,2825
1084,313,6,2024-11-11 08:05:08,2024-11-11 08:19:08,1129
1085,313,7,2024-12-25 07:17:20,2024-12-25 07:57:20,1710
1086,313,16,2025-01-25 01:53:57,2025-01-25 02:17:57,7088
1087,313,9,2024-12-17 23:18:25,2024-12-17 23:46:25,1083
1088,314,14,2024-05-08 00:54:11,2024-05-08 01:05:11,1516
1089,314,21,2024-07-24 10:47:05,2024-07-24 11:13:05,2320
1090,314,21,2025-01-12 15:46:35,2025-01-12 15:54:35,8701
1091,315,1,2025-03-01 19:36:08,2025-03-01 20:03:08,213
1092,315,7,2024-11-29 08:15:42,2024-11-29 09:14:42,1255
1093,316,14,2024-09-13 00:08:08,2024-09-13 00:32:08,2239
1094,316,1,2024-11-05 12:10:31,2024-11-05 12:37:31,2754
1095,316,7,2024-11-13 10:47:39,2024-11-13 11:40:39,9760
1096,316,6,2025-02-11 12:29:19,2025-02-11 12:37:19,1914
1097,316,18,2024-08-12 08:42:21,2024-08-12 09:08:21,2782
1098,317,11,2024-05-09 12:19:03,2024-05-09 12:24:03,1261
1099,317,16,2024-08-02 17:09:18,2024-08-02 17:45:18,1143
1100,317,19,2025-03-31 17:23:46,2025-03-31 18:17:46,1246
1101,317,20,2024-10-23 22:48:15,2024-10-23 23:42:15,1618
1102,317,5,2025-03-31 17:00:43,2025-03-31 17:38:43,9678
1103,318,16,2024-11-14 00:03:54,2024-11-14 00:47:54,6902
1104,318,4,2024-06-23 03:29:16,2024-06-23 03:56:16,861
1105,318,6,2025-03-26 23:59:18,2025-03-27 00:14:18,1154
1106,318,5,2025-01-06 06:58:13,2025-01-06 07:29:13,928
1107,319,12,2024-07-26 19:52:35,2024-07-26 20:29:35,4050
1108,319,12,2024-06-18 17:52:12,2024-06-18 18:27:12,643
1109,320,15,2024-07-28 12:18:12,2024-07-28 12:34:12,8209
1110,320,10,2025-02-21 02:00:50,2025-02-21 02:49:50,1452
1111,320,14,2024-12-24 11:45:29,2024-12-24 12:02:29,2152
1112,321,15,2024-09-08 01:19:05,2024-09-08 02:05:05,361
1113,321,15,2024-06-20 06:02:29,2024-06-20 06:52:29,2321
1114,321,5,2024-12-30 10:29:44,2024-12-30 11:04:44,349
1115,321,15,2025-03-09 04:49:34,2025-03-09 05:34:34,444
1116,322,6,2025-03-11 12:58:07,2025-03-11 13:18:07,309
1117,322,11,2025-02-05 16:24:41,2025-02-05 16:55:41,1737
1118,322,7,2024-10-09 18:30:10,2024-10-09 19:25:10,310
1119,322,16,2025-04-21 21:21:33,2025-04-21 21:47:33,417
1120,323,3,2024-05-11 19:32:13,2024-05-11 20:24:13,6207
1121,323,15,2024-09-20 18:24:47,2024-09-20 18:46:47,663
1122,323,13,2024-05-13 09:06:49,2024-05-13 09:41:49,1706
1123,323,16,2024-06-28 22:28:50,2024-06-28 23:27:50,925
1124,323,19,2024-07-19 20:59:43,2024-07-19 21:33:43,1763
1125,324,14,2024-08-22 20:10:18,2024-08-22 20:28:18,7541
1126,324,6,2025-04-25 21:34:58,2025-04-25 22:34:58,2190
1127,324,14,2024-09-13 22:18:32,2024-09-13 23:17:32,2077
1128,325,3,2025-03-01 05:50:45,2025-03-01 05:56:45,381
1129,325,13,2024-07-07 13:15:39,2024-07-07 13:43:39,1728
1130,325,15,2025-01-04 13:03:43,2025-01-04 14:02:43,404
1131,326,18,2025-04-04 08:50:15,2025-04-04 09:36:15,1490
1132,326,15,2025-04-10 00:40:11,2025-04-10 01:03:11,2031
1133,326,17,2024-10-31 15:55:36,2024-10-31 16:55:36,9455
1134,326,5,2024-07-15 08:00:41,2024-07-15 08:26:41,2381
1135,327,1,2024-12-31 00:01:32,2024-12-31 00:44:32,881
1136,327,21,2024-05-30 09:44:34,2024-05-30 10:31:34,1156
1137,327,4,2024-07-13 18:14:30,2024-07-13 18:49:30,1988
1138,327,12,2025-03-01 04:27:52,2025-03-01 04:44:52,1915
1139,327,13,2024-11-06 14:46:04,2024-11-06 15:09:04,7913
1140,328,10,2024-10-04 01:17:11,2024-10-04 01:48:11,680
1141,328,7,2025-03-15 08:53:12,2025-03-15 09:03:12,955
1142,328,1,2024-06-19 18:23:50,2024-06-19 18:30:50,4790
1143,329,16,2025-01-02 01:57:48,2025-01-02 02:07:48,1004
1144,329,20,2024-08-24 20:55:28,2024-08-24 21:50:28,875
1145,329,4,2024-10-10 07:04:14,2024-10-10 07:47:14,899
1146,329,14,2025-02-10 05:29:45,2025-02-10 06:07:45,5155
1147,330,1,2025-03-19 11:52:02,2025-03-19 12:33:02,2940
1148,330,8,2024-10-08 22:25:57,2024-10-08 23:00:57,554
1149,331,10,2024-05-06 11:11:06,2024-05-06 12:07:06,1252
1150,331,12,2025-04-08 23:13:02,2025-04-08 23:26:02,7239
1151,332,14,2025-02-13 18:49:25,2025-02-13 19:33:25,1080
1152,332,15,2025-01-19 02:44:19,2025-01-19 03:37:19,2480
1153,332,20,2024-07-01 06:45:51,2024-07-01 07:22:51,8941
1154,332,3,2025-03-27 05:30:47,2025-03-27 06:13:47,2225
1155,332,16,2024-11-30 01:49:45,2024-11-30 02:43:45,1646
1156,333,16,2024-06-01 07:04:04,2024-06-01 07:56:04,7515
1157,333,22,2025-02-04 16:18:32,2025-02-04 16:51:32,923
1158,334,16,2025-03-09 23:44:33,2025-03-10 00:21:33,838
1159,334,2,2024-12-12 23:08:18,2024-12-12 23:46:18,4354
1160,335,2,2025-03-08 16:22:54,2025-03-08 16:38:54,984
1161,335,1,2024-09-23 20:20:52,2024-09-23 20:31:52,3994
1162,335,12,2025-02-06 23:39:23,2025-02-07 00:02:23,465
1163,335,9,2025-02-20 10:50:52,2025-02-20 11:41:52,673
1164,335,9,2025-01-30 17:36:16,2025-01-30 18:14:16,1033
1165,336,2,2024-06-13 04:25:34,2024-06-13 05:00:34,2397
1166,336,11,2024-09-10 14:20:45,2024-09-10 15:08:45,9124
1167,336,10,2024-06-02 08:20:30,2024-06-02 08:49:30,2085
1168,336,12,2024-06-19 10:30:11,2024-06-19 10:47:11,2576
1169,337,6,2025-04-15 15:07:14,2025-04-15 15:18:14,1568
1170,337,19,2024-05-31 21:55:53,2024-05-31 22:55:53,5465
1171,337,3,2024-10-30 16:26:45,2024-10-30 16:36:45,1144
1172,338,12,2024-08-24 10:06:07,2024-08-24 10:53:07,265
1173,338,12,2024-09-17 06:28:54,2024-09-17 06:53:54,2254
1174,338,22,2025-01-29 12:07:02,2025-01-29 13:04:02,302
1175,339,12,2025-04-18 11:35:18,2025-04-18 11:47:18,1511
1176,339,18,2024-12-09 06:30:00,2024-12-09 07:19:00,1185
1177,339,13,2024-07-23 17:46:16,2024-07-23 18:30:16,8339
1178,340,14,2025-01-24 13:08:12,2025-01-24 14:01:12,1709
1179,340,17,2024-06-18 20:25:30,2024-06-18 21:01:30,442
1180,340,18,2024-06-10 01:40:29,2024-06-10 02:40:29,364
1181,340,16,2024-11-16 07:32:59,2024-11-16 07:40:59,227
1182,341,20,2025-01-07 08:18:58,2025-01-07 08:33:58,298
1183,341,19,2025-01-24 14:02:50,2025-01-24 14:07:50,2358
1184,342,2,2024-05-23 14:33:01,2024-05-23 15:09:01,779
1185,342,22,2024-09-20 09:09:16,2024-09-20 09:19:16,3005
1186,342,15,2024-12-11 09:15:54,2024-12-11 10:13:54,658
1187,342,13,2024-10-06 10:05:24,2024-10-06 10:58:24,792
1188,342,18,2025-01-26 15:30:48,2025-01-26 15:56:48,873
1189,343,12,2025-02-04 23:52:44,2025-02-05 00:09:44,1722
1190,343,12,2024-11-05 15:29:58,2024-11-05 15:49:58,7135
1191,344,3,2025-04-12 19:53:47,2025-04-12 20:47:47,789
1192,344,13,2024-11-09 09:16:29,2024-11-09 09:21:29,1233
1193,344,5,2024-05-04 12:37:28,2024-05-04 12:45:28,971
1194,344,2,2024-09-27 00:34:19,2024-09-27 01:23:19,4309
1195,345,15,2024-10-15 22:48:13,2024-10-15 23:37:13,623
1196,345,20,2024-11-21 00:33:38,2024-11-21 01:20:38,699
1197,345,22,2025-01-04 05:22:29,2025-01-04 05:32:29,1420
1198,345,12,2024-05-17 14:23:06,2024-05-17 15:09:06,5755
1199,346,21,2024-10-17 13:40:09,2024-10-17 14:04:09,242
1200,346,4,2024-10-18 07:26:06,2024-10-18 07:37:06,278
1201,346,18,2024-05-14 21:29:05,2024-05-14 22:18:05,376
1202,346,14,2024-07-03 12:50:08,2024-07-03 13:06:08,1756
1203,346,18,2024-07-27 10:19:34,2024-07-27 11:15:34,248
1204,347,7,2024-05-29 04:41:39,2024-05-29 05:38:39,1598
1205,347,9,2024-11-06 11:38:49,2024-11-06 12:10:49,9899
1206,347,13,2024-07-14 14:15:09,2024-07-14 15:02:09,2888
1207,347,1,2024-06-16 13:13:25,2024-06-16 13:19:25,2355
1208,348,20,2024-07-27 13:58:47,2024-07-27 14:58:47,4051
1209,348,21,2024-12-18 22:17:58,2024-12-18 22:40:58,762
1210,349,17,2024-08-06 19:35:08,2024-08-06 19:47:08,371
1211,349,2,2024-09-06 03:04:53,2024-09-06 03:27:53,982
1212,349,12,2024-06-25 07:48:55,2024-06-25 08:38:55,784
1213,349,6,2024-11-19 10:18:46,2024-11-19 10:50:46,3452
1214,349,16,2024-04-28 19:35:07,2024-04-28 19:46:07,605
1215,350,1,2024-06-06 15:37:13,2024-06-06 16:12:13,2159
1216,350,3,2024-05-18 01:30:45,2024-05-18 01:44:45,1719
1217,350,13,2024-05-07 08:28:41,2024-05-07 09:27:41,2222
1218,350,21,2024-11-29 06:15:04,2024-11-29 07:03:04,8328
1219,351,7,2024-11-24 01:26:24,2024-11-24 01:31:24,1511
1220,351,2,2025-01-22 13:35:38,2025-01-22 14:18:38,8542
1221,351,10,2024-06-25 08:28:34,2024-06-25 09:28:34,1366
1222,351,13,2024-07-31 12:08:58,2024-07-31 12:53:58,2491
1223,352,9,2024-11-23 12:25:07,2024-11-23 13:05:07,1505
1224,352,4,2024-08-29 22:20:34,2024-08-29 22:53:34,2646
1225,352,14,2024-11-17 23:07:46,2024-11-17 23:27:46,9222
1226,353,19,2024-11-19 04:27:45,2024-11-19 04:52:45,601
1227,353,11,2024-08-02 06:32:40,2024-08-02 06:42:40,1291
1228,353,19,2024-11-29 14:26:20,2024-11-29 14:34:20,4982
1229,353,3,2024-05-13 00:48:59,2024-05-13 00:56:59,661
1230,353,8,2024-05-15 10:53:56,2024-05-15 11:36:56,1375
1231,354,11,2024-08-25 05:01:05,2024-08-25 05:40:05,1563
1232,354,6,2024-09-07 10:32:09,2024-09-07 10:39:09,1272
1233,354,20,2024-12-01 13:20:31,2024-12-01 13:49:31,5728
1234,354,15,2025-02-27 00:49:02,2025-02-27 01:25:02,1046
1235,355,21,2024-09-15 00:24:55,2024-09-15 00:30:55,5715
1236,355,2,2024-10-02 21:42:51,2024-10-02 22:42:51,730
1237,356,21,2024-07-31 10:56:55,2024-07-31 11:28:55,2171
1238,356,18,2024-08-23 04:33:51,2024-08-23 04:49:51,565
1239,356,15,2024-11-21 21:41:34,2024-11-21 22:35:34,520
1240,357,9,2024-08-12 02:35:21,2024-08-12 02:43:21,1540
1241,357,6,2025-01-23 08:36:49,2025-01-23 09:35:49,1016
1242,357,20,2024-08-02 04:36:45,2024-08-02 05:04:45,7958
1243,358,19,2024-11-12 00:36:23,2024-11-12 01:12:23,819
1244,358,6,2025-02-19 08:57:52,2025-02-19 09:56:52,967
1245,358,17,2024-08-14 10:36:24,2024-08-14 10:47:24,5115
1246,359,20,2025-02-28 20:25:10,2025-02-28 20:51:10,1970
1247,359,9,2025-04-05 11:42:43,2025-04-05 11:50:43,9260
1248,359,13,2025-02-17 13:28:52,2025-02-17 13:58:52,2687
1249,360,9,2024-08-28 13:22:24,2024-08-28 14:12:24,408
1250,360,21,2025-04-09 22:32:45,2025-04-09 23:32:45,276
1251,360,5,2025-03-21 22:12:59,2025-03-21 22:22:59,305
1252,360,16,2024-09-06 12:14:27,2024-09-06 12:40:27,285
1253,360,12,2024-05-17 19:55:39,2024-05-17 20:18:39,1387
1254,361,17,2024-08-06 03:15:39,2024-08-06 04:15:39,1525
1255,361,4,2024-10-16 04:11:31,2024-10-16 04:24:31,5128
1256,361,18,2024-08-29 22:12:42,2024-08-29 22:48:42,1395
1257,361,7,2024-05-17 02:05:48,2024-05-17 02:31:48,749
1258,361,20,2024-11-08 07:21:26,2024-11-08 08:01:26,746
1259,362,17,2024-05-09 22:36:34,2024-05-09 22:43:34,631
1260,362,6,2024-07-24 11:58:21,2024-07-24 12:08:21,5482
1261,362,1,2024-09-17 10:35:48,2024-09-17 11:09:48,1220
1262,362,9,2024-07-19 21:46:37,2024-07-19 22:38:37,1513
1263,363,3,2024-10-18 04:11:08,2024-10-18 04:18:08,439
1264,363,17,2024-10-03 21:30:37,2024-10-03 22:18:37,323
1265,363,6,2025-04-19 06:07:45,2025-04-19 06:29:45,1967
1266,364,16,2024-12-04 08:41:13,2024-12-04 09:02:13,1994
1267,364,4,2024-06-09 11:32:34,2024-06-09 12:04:34,9676
1268,364,18,2025-03-09 07:53:02,2025-03-09 08:38:02,1586
1269,365,17,2024-05-12 21:45:30,2024-05-12 22:28:30,318
1270,365,10,2024-05-11 13:46:08,2024-05-11 13:53:08,466
1271,365,20,2024-08-27 22:03:11,2024-08-27 22:41:11,278
1272,365,12,2024-07-06 18:35:05,2024-07-06 19:31:05,1576
